Subject,frontal-ACC,frontal-insula,ACC-insula
100307,0.44374417010283057,0.4318050680916961,0.16480974370188864
100408,0.48419324712795314,0.36032682972004465,0.4739870969310744
100610,0.35068736693716074,0.26165350761377937,0.49896236963864565
101006,0.2104956950604381,0.7029958862466151,0.23879411791077776
101107,0.9332129269205277,0.8849088228570837,0.9075595570927906
101309,0.6299583561772755,0.541739124,0.5298223063701877
101915,0.415628578,0.6770485365915861,0.4715127901440563
102311,0.22392209016548995,0.22040724284317068,0.7292244395438464
102513,0.33696243394121467,0.4765877960764402,0.3260589420675784
102816,0.7234683063054712,0.7104334731876053,0.631247734
103111,0.33234906953839166,0.47322673917046715,0.42909407024779433
103414,0.40542157330492634,0.41748324778892815,0.3869767751286137
103515,0.5745275069771115,0.47224533572087374,0.592827778
103818,0.34036039570190035,0.41054424257427113,0.6299369172715615
104012,0.6032853655073305,0.5947062273751144,0.5078994591527063
104416,0.6136917575947731,0.594111408,0.43788657566481715
104820,0.048991426642031016,0.1083027554440551,0.1647815344996161
105014,0.14318325850744196,0.25854899388316105,0.3520220863783749
105115,0.6132532357323983,0.5052694114276869,0.44214803529289753
105216,0.7065247898663575,0.7400914663587532,0.8068851810433142
105923,0.729682029,0.7712301128151886,0.6447008665623123
106016,0.4185147810629971,0.4375576856329572,0.23659863375286577
106319,0.9409542114729539,0.8732840062000107,0.8883928227155573
106521,0.7954896602720641,0.7562962341354351,0.7387448985809945
107018,0.540432761,0.4511737982499333,0.4911313564373364
107321,0.4417120424871243,0.2651628014927221,0.32588428312475676
107422,0.7485541411557163,0.8032513117980257,0.6730275923910061
107725,0.6265586351203597,0.6828885629881346,0.4267037206597243
108121,0.3463041024963451,0.6335989227745047,0.3037651608228995
108222,0.5327696852682833,0.5959829137491344,0.616016135
108323,0.5158587617015182,0.6407533289980403,0.6567665634797532
108525,0.4762618461246795,0.6589250574230625,0.7371690474230175
108828,0.6030678197162235,0.6348302041170492,0.5167685760747711
109123,0.7177445349661837,0.7363903511457693,0.668931611
110411,0.6259647104541859,0.7368578743445341,0.7447023198319912
111009,0.3926665040533718,0.40235380220588535,0.3658658000276125
111413,0.22164255596691398,0.5721132093691136,0.2213727518149523
111514,0.564662614,0.30835845679317153,0.4019811928092492
111716,0.5463960850185607,0.5532220917204856,0.42742138019874243
112516,0.7622051098199802,0.7957230169776742,0.7810720045102354
112920,0.7871723917092528,0.8078873278044209,0.8019643593302782
113215,0.7075767265181264,0.6743838819099089,0.7220893904420348
113619,0.059565855,0.5137787056836478,0.22515967153789734
113922,0.5593227471011027,0.4703575019497082,0.542632528
114217,0.3837595654688868,0.3031578672762082,0.5551917490574251
114419,0.5256760321155035,0.5171033143678401,0.5784409462129247
114621,0.3091705683509419,0.4559789835837843,0.3387023707237857
114823,0.5258730433303019,0.7042660551638171,0.5574096898137614
115017,0.20861560781229077,0.4039803593977502,0.42977676775989654
115320,0.2986850226366578,0.1154027740846192,0.13794798759286955
115825,0.800107183,0.6585184089092206,0.7343470331905907
116524,-0.345033691,-0.275419848,0.831355268
116726,0.8471061356693218,0.8723116504885073,0.8692101804559694
117122,-0.0229892,0.4684007986341601,-0.051781262
117324,0.7272732979677154,0.5460286302909656,0.674205945
117930,0.4335928896341778,0.4622542667154583,0.39254558688005575
118124,0.5821563904917548,0.6590629519447649,0.4159412455473584
118225,0.4923359478249161,0.3937562240379657,0.6085161996773713
118528,0.6875713589334725,0.5531439171594993,0.5696887608705758
118730,0.32553960163275725,0.5645033249936691,0.31901433738844776
118932,0.5955066190673557,0.5836663376834353,0.6318519313778673
120111,0.6258951739894847,0.4853706509118422,0.6521893403011193
120212,0.3816053138195561,0.35345478711229117,0.5836574483143455
120515,0.7534497810800793,0.6389022887992202,0.5804992433383307
120717,0.6301535114054607,0.514638967,0.4843952779569765
121416,0.3807599244719414,0.277246011,0.1691686442571327
121618,0.5820058039104271,0.4498544609839256,0.49448934841610664
121921,0.7664103635297084,0.4767937503730251,0.4648699532275845
122317,0.33943183837153434,0.6448455231158828,0.24656677082586376
122822,0.22427640823731293,0.44697947473939453,0.389293318
123117,0.15859102602859795,0.11040459604324848,0.6432990989434137
123420,0.6224128722619624,0.8510284914037357,0.4778630744845759
123723,0.5081458487169208,0.5151695493808811,0.5727583351355512
123925,0.5212341610841635,0.47679078404473774,0.6296047528817472
124220,0.5222426200198758,0.7505469996340304,0.446121149
124624,0.4997453232452194,0.5771017056217463,0.37553643291885624
124826,0.44221607251531453,0.5046534755668819,0.6061152194046601
125525,0.46862480268417883,0.7141082727784933,0.5871226054003534
126325,0.24873138603832687,0.5711597620009286,0.11609063594754014
126628,0.6687685047739198,0.49808620323805003,0.8328953513098942
127226,0.6066038788404482,0.5339898342303447,0.607301409
127630,0.34346031216427303,0.2379235615979069,0.26294055671810873
127832,0.8135883620954367,0.6450345468943155,0.6891937237164247
127933,0.548724653,0.5449211861876669,0.6280786775352626
128127,0.5238117895481308,0.5462758593465344,0.4674852142074503
128632,0.8433604269292936,0.7140353715526387,0.7812630580735344
128935,0.7263369088141308,0.8007789585326562,0.7902174503300448
129028,0.299605953,0.36543361270761276,0.5455015522526722
129129,0.6266703876376009,0.634254861,0.7034296017374555
129331,0.34617849040066806,0.3645784239178361,0.37814585639186954
130013,0.5961500346524602,0.756828099,0.7109077781404552
130114,0.3183599986811113,0.898703224,0.3358363771340714
130316,0.24291189174557348,0.24632655097502038,0.4414504687709836
130417,0.4801489296165074,0.5651123531944472,0.4766132267831784
130518,0.5982078344028675,0.7220087649981636,0.44447258960415514
130619,0.5751118193315243,0.5183694370187724,0.5187296921261081
130821,0.9135557308985752,0.8753024166301512,0.8222271358544054
131217,0.5972101088764515,0.5131395690345439,0.5053293130491441
131419,0.5111626022712504,0.48797087498072894,0.4204946740815327
131722,0.22002285,0.3099896261878122,0.3094889932963051
131924,0.569159549,0.49038672102768327,0.3074357448564308
132017,0.48844733463829637,0.4618110776602424,0.6328776948952571
133019,0.5184262095590155,0.505221465,0.6439077082721324
133625,0.3401257273409905,0.5153846273815071,0.5058141856430487
133827,0.6128717357881682,0.6494764560858339,0.687510307
133928,0.7447256907824474,0.5769555452176045,0.651405313
134425,0.6697542530163738,0.7187318807389166,0.7387696085506059
134728,0.36459504596612796,0.19730950534385183,0.32683493014383874
135225,0.7612876322578019,0.6900330270753278,0.7280078670937737
135528,0.4710387225932116,0.5814743338040188,0.48503311561076523
135730,0.6120708331896686,0.5017497173063346,0.3995940953697109
135932,0.5803461831277911,0.5670025395891406,0.5391222956034101
136227,0.4913168875482217,0.6040554907014376,0.4502767538068593
136631,0.6155298010897324,0.6305805370399968,0.6151388176592537
136732,0.5173912838085141,0.4958623627845644,0.20095476678437071
136833,0.36275902151122247,0.5470415962615909,0.5189707399205321
137229,0.5287082221667476,0.4859354031437434,0.534267785
137633,0.4329715789456713,0.32998992119335513,0.34372592286410236
138130,0.7952865104389055,0.7019538247950017,0.6806087261894967
138231,0.4523532866824697,0.526699816,0.26557488100416105
138534,0.6243556584341156,0.658476858,0.6910267852522891
139233,0.5882159382675807,0.4054722861846057,0.3968475803058183
139637,0.6813670330886121,0.6080968262609431,0.7082600173098522
139839,0.40114238974548044,0.19769919420564827,0.5498402887908665
140117,0.5064708804974646,0.5362639401075073,0.4897535515041026
140824,0.7799003103618336,0.7936482996419726,0.8116280987910734
140925,0.8229253414626649,0.9138935071789962,0.8678971656180764
141119,0.5014996776975967,0.5141503538885546,0.4383802632708686
141422,0.1355709811052257,0.37073188433140003,0.47644084522085317
141826,0.4195001327180507,0.3304222609555731,0.5094697304445615
143325,0.8165690297759608,0.8112669426826061,0.786281432
144428,0.9085528832366757,0.8568713761814539,0.8574075866685772
144832,0.5259322433717166,0.505782689,0.4605707315581505
145632,0.8149628684894467,0.7005430590199041,0.7885498463369537
145834,0.6512753592208179,0.621575567,0.6028655301861928
146331,0.8043862144870103,0.800827819,0.7816878738242515
146432,0.5305488802424988,0.4558685840230105,0.6293902032649341
146937,0.4556269363701391,0.4926915752920162,0.43595850696948957
147636,0.3584906919279098,0.4723319957015237,0.43740043942124196
148032,0.7264933546767683,0.6353569568054327,0.5890319608582943
148133,0.4336359485589119,0.4862084957489171,0.4612585772436482
148335,0.1391375097298924,0.4466951374610944,0.2627641795192783
148941,0.3695657182265127,0.17557857488402484,0.3721037383106743
149236,0.43314247140151413,0.5987887720211503,0.37237088415108377
149337,0.5666598592248269,0.6041406539689601,0.6970700260218615
149539,0.8102792047361519,0.705251699,0.7391193423577337
149741,0.48469772943175893,0.7311508787803281,0.4147484897471821
149842,0.7094036371214494,0.5847452038387952,0.7272873918893167
150625,0.7647807571567671,0.6612211958422047,0.778560935
150726,0.044707395,0.079023095,0.5438753323121076
151223,0.45691738211850125,0.331602883,0.3062272895609655
151324,0.6461695806950564,0.6776069980596818,0.66694937
151425,0.6677869336663906,0.5748469981205481,0.6254533583833793
151526,0.5709006506111002,0.7463595310643923,0.5591073944201919
151627,0.3637740385309463,0.2786083299420849,0.39153301191892786
151728,0.6841263797178065,0.6922062862165628,0.58924467
151829,0.4828373977423175,0.46405730907888576,0.45892595986549023
152225,0.28726090733504284,0.12489421832072302,0.3259666778231969
152831,0.38230461699762985,0.35306049470925305,0.3610729665293645
153025,0.5323708515566068,0.48522413422104704,0.4739774069538397
